Cities of France	Postal code
Sauvigny-le-Beuréal 	89420
Sauvigny-le-Bois 	89200
Savigny-en-Terre-Plaine 	89420
Savigny-sur-Clairis 	89150
Sceaux 	89420
Seignelay 	89250
Sementron 	89560
Senan 	89710
Sennevoy-le-Bas 	89160
Sennevoy-le-Haut 	89160
Sens 	89100
Sépeaux 	89116
Serbonnes 	89140
Sergines 	89140
Sermizelles 	89200
Serrigny 	89700
Sery 	89270
Sommecaise 	89110
Sormery 	89570
Soucy 	89100
Sougères-en-Puisaye 	89520
Soumaintrain 	89570
Stigny 	89160
Subligny 	89100
Taingy 	89560
Talcy 	89420
Tanlay 	89430
Tannerre-en-Puisaye 	89350
Tharoiseau 	89450
Tharot 	89200
Theil-sur-Vanne 	89320
Thizy 	89420
Thorey 	89430
Thorigny-sur-Oreuse 	89260
Thory 	89200
Thury 	89520
Tissey 	89700
Tonnerre 	89700
Toucy 	89130
Treigny 	89520
Trévilly 	89420
Trichey 	89430
Tronchoy 	89700
Trucy-sur-Yonne 	89460
Turny 	89570
Val-de-Mercy 	89580
Vallan 	89580
Vallery 	89150
Vareilles 	89320
Varennes 	89144
Vassy 	89420
Vaudeurs 	89320
Vault-de-Lugny 	89200
Vaumort 	89320
Vaux 	89290
Venizy 	89210
Venouse 	89230
Venoy 	89290
Vergigny 	89600
Verlin 	89330
Vermenton 	89270
Vernoy 	89150
Véron 	89510
Vézannes 	89700
Vézelay 	89450
Vézinnes 	89700
Vignes 	89420
Villeblevin 	89340
Villebougis 	89150
Villechétive 	89320
Villecien 	89300
Villefargeau 	89240
Villefranche 	89120
Villemanoche 	89140
Villemer 	89113
Villenavotte 	89140
Villeneuve-l'Archevêque 	89190
Villeneuve-la-Dondagre 	89150
Villeneuve-la-Guyard 	89340
Villeneuve-les-Genêts 	89350
Villeneuve-Saint-Salves 	89230
Villeneuve-sur-Yonne 	89500
Villeperrot 	89140
Villeroy 	89100
Villethierry 	89140
Villevallier 	89330
Villiers-les-Hauts 	89160
Villiers-Louis 	89320
Villiers-Saint-Benoît 	89130
Villiers-sur-Tholon 	89110
Villiers-Vineux 	89360
Villon 	89740
Villy 	89800
Vincelles 	89290
Vincelottes 	89290
Vinneuf 	89140
Vireaux 	89160
Viviers 	89700
Voisines 	89260
Volgré 	89710
Voutenay-sur-Cure 	89270
Yrouerre 	89700
Bretagne	353
Côtes-d'Armor	21716
Allineuc 	22460
Andel 	22400
Aucaleuc 	22100
Bégard 	22140
Belle-Isle-en-Terre 	22810
Berhet 	22140
Binic 	22520
Bobital 	22100
Boqueho 	22170
Bourbriac 	22390
Bourseul 	22130
Bréhand 	22510
Brélidy 	22140
Bringolo 	22170
Broons 	22250
Brusvily 	22100
Bulat-Pestivien 	22160
Calanhel 	22160
Callac 	22160
Calorguen 	22100
Camlez 	22450
Canihuel 	22480
Caouënnec-Lanvézéac 	22300
Carnoët 	22160
Caulnes 	22350
Caurel 	22530
Cavan 	22140
Châtelaudren 	22170
Coadout 	22970
Coatascorn 	22140
Coatréven 	22450
Coëtlogon 	22210
Coëtmieux 	22400
Cohiniac 	22800
Collinée 	22330
Corlay 	22320
Corseul 	22130
Créhen 	22130
Dinan 	22100
Dolo 	22270
Duault 	22160
Eréac 	22250
Erquy 	22430
Etables-sur-Mer 	22680
Evran 	22630
Fréhel 	22240
Gausson 	22150
Glomel 	22110
Gomené 	22230
Gommenec'h 	22290
Gouarec 	22570
Goudelin 	22290
Grâce-Uzel 	22460
Grâces 	22200
Guenroc 	22350
Guingamp 	22200
Guitté 	22350
Gurunhuel 	22390
Hémonstoir 	22600
Hénanbihen 	22550
Hénansal 	22400
Hengoat 	22450
Hénon 	22150
Hillion 	22120
Ile-de-Bréhat 	22870
Illifaut 	22230
Jugon-les-Lacs 	22270
Kerbors 	22610
Kerfot 	22500
Kergrist-Moëlou 	22110
Kerien 	22480
Kermaria-Sulard 	22450
Kermoroc'h 	22140
Kerpert 	22480
L'Hermitage-Lorge 	22150
La Bouillie 	22240
La Chapelle-Blanche 	22350
La Chapelle-Neuve 	22160
La Chèze 	22210
La Ferrière 	22210
La Harmoye 	22320
La Landec 	22980
La Malhoure 	22640
La Méaugon 	22440
La Motte 	22600
La Prénessaye 	22210
La Roche-Derrien 	22450
La Vicomté-sur-Rance 	22690
Lamballe 	22400
Lancieux 	22770
Landebaëron 	22140
Landébia 	22130
Landéhen 	22400
Lanfains 	22800
Langast 	22150
Langoat 	22450
Langourla 	22330
Langrolay-sur-Rance 	22490
Languédias 	22980
Languenan 	22130
Langueux 	22360
Laniscat 	22570
Lanleff 	22290
Lanloup 	22580
Lanmérin 	22300
Lanmodez 	22610
Lannebert 	22290
Lannion 	22300
Lanrelas 	22250
Lanrivain 	22480
Lanrodec 	22170
Lantic 	22410
Lanvallay 	22100
Lanvellec 	22420
Lanvollon 	22290
Laurenan 	22230
Le Bodéo 	22320
Le Cambout 	22210
Le Faouët 	22290
Le Fœil 	22800
Le Gouray 	22330
Le Haut-Corlay 	22320
Le Hinglé 	22100
Le Leslay 	22800
Le Merzer 	22200
Le Moustoir 	22340
Le Quillio 	22460
Le Quiou 	22630
Le Vieux-Bourg 	22800
Le Vieux-Marché 	22420
Léhon 	22100
Les Champs-Géraux 	22630
Lescouët-Gouarec 	22570
Lézardrieux 	22740
Loc-Envel 	22810
Locarn 	22340
Loguivy-Plougras 	22780
Lohuec 	22160
Loscouët-sur-Meu 	22230
Louannec 	22700
Louargat 	22540
Loudéac 	22600
Maël-Carhaix 	22340
Maël-Pestivien 	22160
Magoar 	22480
Mantallot 	22450
Matignon 	22550
Mégrit 	22270
Mellionnec 	22110
Merdrignac 	22230
Mérillac 	22230
Merléac 	22460
Meslin 	22400
Minihy-Tréguier 	22220
Moncontour 	22510
Morieux 	22400
Moustéru 	22200
Mûr-de-Bretagne 	22530
Noyal 	22400
Pabu 	22200
Paimpol 	22500
Paule 	22340
Pédernec 	22540
Penguily 	22510
Penvénan 	22710
Perret 	22570
Perros-Guirec 	22700
Peumerit-Quintin 	22480
Plaine-Haute 	22800
Plaintel 	22940
Plancoët 	22130
Planguenoual 	22400
Pléboulle 	22550
Plédéliac 	22270
Plédran 	22960
Pléguien 	22290
Pléhédel 	22290
Plélan-le-Petit 	22980
Plélauff 	22570
Plélo 	22170
Plémet 	22210
Plémy 	22150
Plénée-Jugon 	22640
Pléneuf-Val-André 	22370
Plérin 	22190
Plerneuf 	22170
Plésidy 	22720
Pleslin-Trigavou 	22490
Plessala 	22330
Plessix-Balisson 	22650
Plestan 	22640
Plestin-les-Grèves 	22310
Pleubian 	22610
Pleudaniel 	22740
Pleudihen-sur-Rance 	22690
Pleumeur-Bodou 	22560
Pleumeur-Gautier 	22740
Pléven 	22130
Plévin 	22340
Ploëzal 	22260
Plorec-sur-Arguenon 	22130
Plouagat 	22170
Plouaret 	22420
Plouasne 	22830
Ploubalay 	22650
Ploubazlanec 	22620
Ploubezre 	22300
Plouëc-du-Trieux 	22260
Plouër-sur-Rance 	22490
Plouézec 	22470
Ploufragan 	22440
Plougonver 	22810
Plougras 	22780
Plougrescant 	22820
Plouguenast 	22150
Plouguernével 	22110
Plouguiel 	22220
Plouha 	22580
Plouisy 	22200
Ploulec'h 	22300
Ploumagoar 	22970
Ploumilliau 	22300
Plounérin 	22780
Plounévez-Moëdec 	22810
Plounévez-Quintin 	22110
Plourac'h 	22160
Plourhan 	22410
Plourivo 	22860
Plouvara 	22170
Plouzélambre 	22420
Pludual 	22290
Pluduno 	22130
Plufur 	22310
Plumaudan 	22350
Plumaugat 	22250
Plumieux 	22210
Plurien 	22240
Plusquellec 	22160
Plussulien 	22320
Pluzunet 	22140
Plœuc-sur-Lié 	22150
Pommeret 	22120
Pommerit-Jaudy 	22450
Pommerit-le-Vicomte 	22200
Pont-Melvez 	22390
Pontrieux 	22260
Pordic 	22590
Pouldouran 	22450
Prat 	22140
Quemper-Guézennec 	22260
Quemperven 	22450
Quessoy 	22120
Quévert 	22100
Quintenic 	22400
Quintin 	22800
Rospez 	22300
Rostrenen 	22110
Rouillac 	22250
Ruca 	22550
Runan 	22260
Saint-Adrien 	22390
Saint-Agathon 	22200
Saint-Alban 	22400
Saint-André-des-Eaux 	22630
Saint-Barnabé 	22600
Saint-Bihy 	22800
Saint-Brandan 	22800
Saint-Brieuc 	22000
Saint-Caradec 	22600
Saint-Carné 	22100
Saint-Carreuc 	22150
Saint-Cast-le-Guildo 	22380
Saint-Clet 	22260
Saint-Connan 	22480
Saint-Connec 	22530
Saint-Denoual 	22400
Saint-Donan 	22800
Saint-Etienne-du-Gué-de-l'Isle 	22210
Saint-Fiacre 	22720
Saint-Gelven 	22570
Saint-Gildas 	22800
Saint-Gilles-du-Mené 	22330
Saint-Gilles-les-Bois 	22290
Saint-Gilles-Pligeaux 	22480
Saint-Gilles-Vieux-Marché 	22530
Saint-Glen 	22510
Saint-Gouéno 	22330
Saint-Guen 	22530
Saint-Hélen 	22100
Saint-Hervé 	22460
Saint-Igeaux 	22570
Saint-Jacut-de-la-Mer 	22750
Saint-Jacut-du-Mené 	22330
Saint-Jean-Kerdaniel 	22170
Saint-Jouan-de-l'Isle 	22350
Saint-Judoce 	22630
Saint-Julien 	22940
Saint-Juvat 	22630
Saint-Launeuc 	22230
Saint-Laurent 	22140
Saint-Lormel 	22130
Saint-Maden 	22350
Saint-Martin-des-Prés 	22320
Saint-Maudan 	22600
Saint-Maudez 	22980
Saint-Mayeux 	22320
Saint-Méloir-des-Bois 	22980
Saint-Michel-de-Plélan 	22980
Saint-Michel-en-Grève 	22300
Saint-Nicodème 	22160
Saint-Nicolas-du-Pélem 	22480
Saint-Péver 	22720
Saint-Pôtan 	22550
Saint-Quay-Perros 	22700
Saint-Quay-Portrieux 	22410
Saint-Rieul 	22270
Saint-Samson-sur-Rance 	22100
Saint-Servais 	22160
Saint-Thélo 	22460
Saint-Trimoël 	22510
Saint-Vran 	22230
Sainte-Tréphine 	22480
Senven-Léhart 	22720
Sévignac 	22250
Squiffiec 	22200
Taden 	22100
Tonquédec 	22140
Tramain 	22640
Trébédan 	22980
Trébeurden 	22560
Trébrivan 	22340
Trébry 	22510
Trédaniel 	22510
Trédarzec 	22220
Trédias 	22250
Trédrez-Locquémeau 	22300
Tréduder 	22310
Treffrin 	22340
Tréfumel 	22630
Trégastel 	22730
Tréglamus 	22540
Trégomeur 	22590
Trégon 	22650
Trégonneau 	22200
Trégrom 	22420
Trégueux 	22950
Tréguidel 	22290
Tréguier 	22220
Trélévern 	22660
Trélivan 	22100
Trémargat 	22110
Trémel 	22310
Tréméloir 	22590
Tréméreuc 	22490
Trémeur 	22250
Tréméven 	22290
Trémorel 	22230
Trémuson 	22440
Tréogan 	22340
Tressignaux 	22290
Trévé 	22600
Tréveneuc 	22410
Trévérec 	22290
Trévou-Tréguignec 	22660
Trévron 	22100
Trézény 	22450
Troguéry 	22450
Uzel 	22460
Vildé-Guingalan 	22980
Yffiniac 	22120
Yvias 	22930
Yvignac-la-Tour 	22350
Finistère	21716
Argol 	29560
Arzano 	29300
Audierne 	29770
Bannalec 	29380
Baye 	29300
Bénodet 	29950
Berrien 	29690
Beuzec-Cap-Sizun 	29790
Bodilis 	29400
Bohars 	29820
Bolazec 	29640
Botmeur 	29690
Botsorhel 	29650
Bourg-Blanc 	29860
Brasparts 	29190
Brélès 	29810
Brennilis 	29690
Brest 	29200
Briec 	29510
Brignogan-Plages 	29890
Camaret-sur-Mer 	29570
Carantec 	29660
Carhaix-Plouguer 	29270
Cast 	29150
Châteaulin 	29150
Châteauneuf-du-Faou 	29520
Cléden-Cap-Sizun 	29770
Cléden-Poher 	29270
Cléder 	29233
Clohars-Carnoët 	29360
Clohars-Fouesnant 	29950
Coat-Méal 	29870
Collorec 	29530
Combrit 	29120
Commana 	29450
Concarneau 	29900
Confort-Meilars 	29790
Coray 	29370
Crozon 	29160
Daoulas 	29460
Dinéault 	29150
Dirinon 	29460
Douarnenez 	29100
Edern 	29510
Elliant 	29370
Ergué-Gabéric 	29500
Esquibien 	29770
Fouesnant 	29170
Garlan 	29610
Gouesnach 	29950
Gouesnou 	29850
Gouézec 	29190
Goulien 	29770
Goulven 	29890
Gourlizon 	29710
Guengat 	29180
Guerlesquin 	29650
Guiclan 	29410
Guiler-sur-Goyen 	29710
Guilers 	29820
Guilligomarc'h 	29300
Guilvinec 	29730
Guimaëc 	29620
Guimiliau 	29400
Guipavas 	29490
Guipronvel 	29290
Guissény 	29880
Hanvec 	29460
Henvic 	29670
Hôpital-Camfrout 	29460
Huelgoat 	29690
Ile-de-Batz 	29253
Ile-de-Sein 	29990
Ile-Molène 	29259
Ile-Tudy 	29980
Irvillac 	29460
Kergloff 	29270
Kerlaz 	29100
Kerlouan 	29890
Kernilis 	29260
Kernouës 	29260
Kersaint-Plabennec 	29860
La Feuillée 	29690
La Forest-Landerneau 	29800
La Forêt-Fouesnant 	29940
La Martyre 	29800
La Roche-Maurice 	29800
Lampaul-Guimiliau 	29400
Lampaul-Plouarzel 	29810
Lampaul-Ploudalmézeau 	29830
Lanarvily 	29260
Landéda 	29870
Landeleau 	29530
Landerneau 	29800
Landévennec 	29560
Landivisiau 	29400
Landrévarzec 	29510
Landudal 	29510
Landudec 	29710
Landunvez 	29840
Langolen 	29510
Lanhouarneau 	29430
Lanildut 	29840
Lanmeur 	29620
Lannéanou 	29640
Lannédern 	29190
Lanneuffret 	29400
Lannilis 	29870
Lanrivoaré 	29290
Lanvéoc 	29160
Laz 	29520
Le Cloître-Pleyben 	29190
Le Cloître-Saint-Thégonnec 	29410
Le Conquet 	29217
Le Drennec 	29860
Le Faou 	29590
Le Folgoët 	29260
Le Juch 	29100
Le Ponthou 	29650
Le Relecq-Kerhuon 	29480
Le Tréhou 	29450
Le Trévoux 	29380
Lennon 	29190
Lesneven 	29260
Leuhan 	29390
Loc-Brévalaire 	29260
Loc-Eguiner 	29400
Loc-Eguiner-Saint-Thégonnec 	29410
Locmaria-Berrien 	29690
Locmaria-Plouzané 	29280
Locmélar 	29400
Locquénolé 	29670
Locquirec 	29241
Locronan 	29180
Loctudy 	29750
Locunolé 	29310
Logonna-Daoulas 	29460
Lopérec 	29590
Loperhet 	29470
Loqueffret 	29530
Lothey 	29190
Mahalon 	29790
Melgven 	29140
Mellac 	29300
Mespaul 	29420
Milizac 	29290
Moëlan-sur-Mer 	29350
Morlaix 	29600
Motreff 	29270
Névez 	29920
Ouessant 	29242
Pencran 	29800
Penmarch 	29760
Peumérit 	29710
Plabennec 	29860
Pleuven 	29170
Pleyben 	29190
Pleyber-Christ 	29410
Plobannalec-Lesconil 	29740
Ploéven 	29550
Plogastel-Saint-Germain 	29710
Plogoff 	29770
Plogonnec 	29180
Plomelin 	29700
Plomeur 	29120
Plomodiern 	29550
Plonéis 	29710
Plonéour-Lanvern 	29720
Plonévez-du-Faou 	29530
Plonévez-Porzay 	29550
Plouarzel 	29810
Ploudalmézeau 	29830
Ploudaniel 	29260
Ploudiry 	29800
Plouédern 	29800
Plouégat-Guérand 	29620
Plouégat-Moysan 	29650
Plouénan 	29420
Plouescat 	29430
Plouézoc'h 	29252
Plougar 	29440
Plougasnou 	29630
Plougastel-Daoulas 	29470
Plougonvelin 	29217
Plougonven 	29640
Plougoulm 	29250
Plougourvest 	29400
Plouguerneau 	29880
Plouguin 	29830
Plouhinec 	29780
Plouider 	29260
Plouigneau 	29610
Ploumoguer 	29810
Plounéour-Ménez 	29410
Plounéour-Trez 	29890
Plounéventer 	29400
Plounévez-Lochrist 	29430
Plounévézel 	29270
Plourin 	29830
Plourin-lès-Morlaix 	29600
Plouvien 	29860
Plouvorn 	29420
Plouyé 	29690
Plouzané 	29280
Plouzévédé 	29440
Plovan 	29720
Plozévet 	29710
Pluguffan 	29700
Pont-Aven 	29930
Pont-Croix 	29790
Pont-de-Buis-lès-Quimerch 	29590
Pont-l'Abbé 	29120
Porspoder 	29840
Port Manech 	29920
Port-Launay 	29150
Pouldergat 	29100
Pouldreuzic 	29710
Poullan-sur-Mer 	29100
Poullaouen 	29246
Primelin 	29770
Quéménéven 	29180
Querrien 	29310
Quimper 	29000
Quimperlé 	29300
Rédené 	29300
Riec-sur-Belon 	29340
Roscanvel 	29570
Roscoff 	29680
Rosnoën 	29590
Rosporden 	29140
Saint-Coulitz 	29150
Saint-Derrien 	29440
Saint-Divy 	29800
Saint-Eloy 	29460
Saint-Evarzec 	29170
Saint-Frégant 	29260
Saint-Goazec 	29520
Saint-Hernin 	29270
Saint-Jean-du-Doigt 	29630
Saint-Jean-Trolimon 	29120
Saint-Martin-des-Champs 	29600
Saint-Méen 	29260
Saint-Nic 	29550
Saint-Pabu 	29830
Saint-Pol-de-Léon 	29250
Saint-Renan 	29290
Saint-Rivoal 	29190
Saint-Sauveur 	29400
Saint-Ségal 	29590
Saint-Servais 	29400
Saint-Thégonnec 	29410
Saint-Thois 	29520
Saint-Thonan 	29800
Saint-Thurien 	29380
Saint-Urbain 	29800
Saint-Vougay 	29440
Saint-Yvy 	29140
Sainte-Sève 	29600
Santec 	29250
Scaër 	29390
Scrignac 	29640
Sibiril 	29250
Sizun 	29450
Spézet 	29540
Taulé 	29670
Telgruc-sur-Mer 	29560
Tourch 	29140
Trébabu 	29217
Treffiagat 	29730
Tréflaouénan 	29440
Tréflévénez 	29800
Tréflez 	29430
Trégarantec 	29260
Trégarvan 	29560
Tréglonou 	29870
Trégourez 	29970
Tréguennec 	29720
Trégunc 	29910
Trémaouézan 	29800
Tréméoc 	29120
Tréméven 	29300
Tréogat 	29720
Tréouergat 	29290
Trézilidé 	29440
Ille-et-Vilaine	21716
Acigné 	35690
Amanlis 	35150
Andouillé-Neuville 	35250
Antrain 	35560
Arbrissel 	35130
Argentré-du-Plessis 	35370
Aubigné 	35250
Availles-sur-Seiche 	35130
Baguer-Morvan 	35120
Baguer-Pican 	35120
Baillé 	35460
Bain-de-Bretagne 	35470
Bains-sur-Oust 	35600
Bais 	35680
Balazé 	35500
Baulon 	35580
Bazouges-la-Pérouse 	35560
Beaucé 	35133
Bécherel 	35190
Bédée 	35137
Betton 	35830
Billé 	35133
Bléruais 	35750
Boisgervilly 	35360
Boistrudan 	35150
Bonnemain 	35270
Bourg-des-Comptes 	35890
Bourgbarré 	35230
Bovel 	35330
Bréal-sous-Montfort 	35310
Bréal-sous-Vitré 	35370
Brécé 	35530
Breteil 	35160
Brie 	35150
Brielles 	35370
Broualan 	35120
Bruc-sur-Aff 	35550
Bruz 	35170
Campel 	35330
Cancale 	35260
Cardroc 	35190
Cesson-Sévigné 	35510
Champeaux 	35500
Chancé 	35680
Chanteloup 	35150
Chantepie 	35135
Chartres-de-Bretagne 	35131
Chasné-sur-Illet 	35250
Châteaubourg 	35220
Châteaugiron 	35410
Châteauneuf-d'Ille-et-Vilaine 	35430
Châtillon-en-Vendelais 	35210
Chauvigné 	35490
Chavagne 	35310
Chelun 	35640
Cherrueix 	35120
Chevaigné 	35250
Cintré 	35310
Clayes 	35590
Coësmes 	35134
Coglès 	35460
Comblessac 	35330
Combourg 	35270
Combourtillé 	35210
Cornillé 	35500
Corps-Nuds 	35150
Crévin 	35320
Cuguen 	35270
Dinard 	35800
Dingé 	35440
Dol-de-Bretagne 	35120
Domagné 	35113
Domalain 	35680
Domloup 	35410
Dompierre-du-Chemin 	35210
Dourdain 	35450
Drouges 	35130
Eancé 	35640
Epiniac 	35120
Erbrée 	35500
Ercé-en-Lamée 	35620
Ercé-près-Liffré 	35340
Essé 	35150
Etrelles 	35370
Feins 	35440
Fleurigné 	35133
Forges-la-Forêt 	35640
Fougères 	35300
Gaël 	35290
Gahard 	35490
Gennes-sur-Seiche 	35370
Gévezé 	35850
Gosné 	35140
Goven 	35580
Grand-Fougeray 	35390
Guichen 	35580
Guignen 	35580
Guipel 	35440
Guipry 	35480
Hédé 	35630
Hirel 	35120
Iffendic 	35750
Irodouër 	35850
Janzé 	35150
Javené 	35133
L'Hermitage 	35590
La Baussaine 	35190
La Bazouge-du-Désert 	35420
La Bosse-de-Bretagne 	35320
La Bouëxière 	35340
La Boussac 	35120
La Chapelle-aux-Filtzméens 	35190
La Chapelle-Bouëxic 	35330
La Chapelle-Chaussée 	35630
La Chapelle-de-Brain 	35660
La Chapelle-des-Fougeretz 	35520
La Chapelle-du-Lou 	35360
La Chapelle-Erbrée 	35500
La Chapelle-Janson 	35133
La Chapelle-Saint-Aubert 	35140
La Chapelle-Thouarault 	35590
La Couyère 	35320
La Dominelais 	35390
La Fontenelle 	35560
La Fresnais 	35111
La Gouesnière 	35350
La Guerche-de-Bretagne 	35130
La Mézière 	35520
La Noë-Blanche 	35470
La Nouaye 	35137
La Richardais 	35780
La Selle-en-Coglès 	35460
La Selle-en-Luitré 	35133
La Selle-Guerchaise 	35130
La Ville-ès-Nonais 	35430
Laignelet 	35133
Laillé 	35890
Lalleu 	35320
Landavran 	35450
Landéan 	35133
Landujan 	35360
Langan 	35850
Langon 	35660
Langouet 	35630
Lanhélin 	35720
Lanrigan 	35270
Lassy 	35580
Le Châtellier 	35133
Le Crouais 	35290
Le Ferré 	35420
Le Loroux 	35133
Le Lou-du-Lac 	35360
Le Minihic-sur-Rance 	35870
Le Pertre 	35370
Le Petit-Fougeray 	35320
Le Rheu 	35650
Le Sel-de-Bretagne 	35320
Le Theil-de-Bretagne 	35240
Le Tiercent 	35460
Le Tronchet 	35540
Le Verger 	35160
Le Vivier-sur-Mer 	35960
Lécousse 	35133
Les Brulais 	35330
Les Iffs 	35630
Lieuron 	35550
Liffré 	35340
Lillemer 	35111
Livré-sur-Changeon 	35450
Lohéac 	35550
Longaulnay 	35190
Lourmais 	35270
Loutehel 	35330
Louvigné-de-Bais 	35680
Louvigné-du-Désert 	35420
Luitré 	35133
Marcillé-Raoul 	35560
Marcillé-Robert 	35240
Marpiré 	35220
Martigné-Ferchaud 	35640
Maure-de-Bretagne 	35330
Maxent 	35380
Mecé 	35450
Médréac 	35360
Meillac 	35270
Melesse 	35520
Mellé 	35420
Mernel 	35330
Messac 	35480
Mézières-sur-Couesnon 	35140
Miniac-Morvan 	35540
Miniac-sous-Bécherel 	35190
Mondevert 	35370
Mont-Dol 	35120
Montauban-de-Bretagne 	35360
Montautour 	35210
Monterfil 	35160
Montfort-sur-Meu 	35160
Montgermont 	35760
Monthault 	35420
Montours 	35460
Montreuil-des-Landes 	35210
Montreuil-le-Gast 	35520
Montreuil-sous-Pérouse 	35500
Montreuil-sur-Ille 	35440
Mordelles 	35310
Mouazé 	35250
Moulins 	35680
Moussé 	35130
Moutiers 	35130
Muel 	35290
Nouvoitou 	35410
Noyal-Châtillon-sur-Seiche 	35230
Noyal-sous-Bazouges 	35560
Noyal-sur-Vilaine 	35530
Orgères 	35230
Ossé 	35410
Pacé 	35740
Paimpont 	35380
Pancé 	35320
Parcé 	35210
Parigné 	35133
Parthenay-de-Bretagne 	35850
Pipriac 	35550
Piré-sur-Seiche 	35150
Pléchâtel 	35470
Pleine-Fougères 	35610
Plélan-le-Grand 	35380
Plerguer 	35540
Plesder 	35720
Pleugueneuc 	35720
Pleumeleuc 	35137
Pleurtuit 	35730
Pocé-les-Bois 	35500
Poilley 	35420
Poligné 	35320
Pont-Péan 	35131
Princé 	35210
Québriac 	35190
Quédillac 	35290
Rannée 	35130
Redon 	35600
Renac 	35660
Rennes 	35000
Retiers 	35240
Rimou 	35560
Romagné 	35133
Romazy 	35490
Romillé 	35850
Roz-Landrieux 	35120
Roz-sur-Couesnon 	35610
Sains 	35610
Saint-Armel 	35230
Saint-Aubin-d'Aubigné 	35250
Saint-Aubin-des-Landes 	35500
Saint-Aubin-du-Cormier 	35140
Saint-Aubin-du-Pavail 	35410
Saint-Benoît-des-Ondes 	35114
Saint-Briac-sur-Mer 	35800
Saint-Brice-en-Coglès 	35460
Saint-Brieuc-des-Iffs 	35630
Saint-Broladre 	35120
Saint-Christophe-de-Valains 	35140
Saint-Christophe-des-Bois 	35210
Saint-Coulomb 	35350
Saint-Didier 	35220
Saint-Domineuc 	35190
Saint-Erblon 	35230
Saint-Etienne-en-Coglès 	35460
Saint-Ganton 	35550
Saint-Georges-de-Chesné 	35140
Saint-Georges-de-Gréhaigne 	35610
Saint-Georges-de-Reintembault 	35420
Saint-Germain-du-Pinel 	35370
Saint-Germain-en-Coglès 	35133
Saint-Germain-sur-Ille 	35250
Saint-Gilles 	35590
Saint-Gondran 	35630
Saint-Gonlay 	35750
Saint-Grégoire 	35760
Saint-Guinoux 	35430
Saint-Hilaire-des-Landes 	35140
Saint-Jacques-de-la-Lande 	35136
Saint-Jean-sur-Couesnon 	35140
Saint-Jean-sur-Vilaine 	35220
Saint-Jouan-des-Guérets 	35430
Saint-Just 	35550
Saint-Léger-des-Prés 	35270
Saint-Lunaire 	35800
Saint-M'Hervé 	35500
Saint-M'Hervon 	35360
Saint-Malo 	35400
Saint-Malo-de-Phily 	35480
Saint-Malon-sur-Mel 	35750
Saint-Marc-le-Blanc 	35460
Saint-Marc-sur-Couesnon 	35140
Saint-Marcan 	35120
Saint-Maugan 	35750
Saint-Médard-sur-Ille 	35250
Saint-Méen-le-Grand 	35290
Saint-Méloir-des-Ondes 	35350
Saint-Onen-la-Chapelle 	35290
Saint-Ouen-des-Alleux 	35140
Saint-Ouen-la-Rouërie 	35460
Saint-Péran 	35380
Saint-Père 	35430
Saint-Pern 	35190
Saint-Pierre-de-Plesguen 	35720
Saint-Rémy-du-Plain 	35560
Saint-Sauveur-des-Landes 	35133
Saint-Séglin 	35330
Saint-Senoux 	35580
Saint-Suliac 	35430
Saint-Sulpice-des-Landes 	35390
Saint-Sulpice-la-Forêt 	35250
Saint-Thual 	35190
Saint-Thurial 	35310
Saint-Uniac 	35360
Sainte-Anne-sur-Vilaine 	35390
Sainte-Colombe 	35134
Sainte-Marie 	35600
Saulnières 	35320
Sens-de-Bretagne 	35490
Servon-sur-Vilaine 	35530
Sixt-sur-Aff 	35550
Sougéal 	35610
Taillis 	35500
Talensac 	35160
Teillay 	35620
Thorigné-Fouillard 	35235
Thourie 	35134
Tinténiac 	35190
Torcé 	35370
Trans-la-Forêt 	35610
Treffendel 	35380
Tremblay 	35460
Trémeheuc 	35270
Tresbœuf 	35320
Tressé 	35720
Trévérien 	35190
Trimer 	35190
Val-d'Izé 	35450
Vendel 	35140
Vergéal 	35680
Vern-sur-Seiche 	35770
Vezin-le-Coquet 	35132
Vieux-Viel 	35610
Vieux-Vy-sur-Couesnon 	35490
Vignoc 	35630
Villamée 	35420
Visseiche 	35130
Vitré 	35500
Morbihan	21716
Allaire 	56350
Ambon 	56190
Arradon 	56610
Arzal 	56190
Arzon 	56640
Augan 	56800
Auray 	56400
Baden 	56870
Bangor 	56360
Baud 	56150
Béganne 	56350
Beignon 	56380
Belz 	56550
Berné 	56240
Berric 	56230
Bieuzy 	56310
Bignan 	56500
Billiers 	56190
Billio 	56420
Bohal 	56140
Bono 	56400
Brandérion 	56700
Brandivy 	56390
Brech 	56400
Bréhan 	56580
Brignac 	56430
Bubry 	56310
Buléon 	56420
Caden 	56220
Calan 	56240
Camoël 	56130
Camors 	56330
Campénéac 	56800
Carentoir 	56910
Carnac 	56340
Caro 	56140
Caudan 	56850
Cléguer 	56620
Cléguérec 	56480
Colpo 	56390
Concoret 	56430
Cournon 	56200
Crach 	56950
Crédin 	56580
Croixanvec 	56920
Cruguel 	56420
Damgan 	56750
Elven 	56250
Erdeven 	56410
Etel 	56410
Evriguet 	56490
Férel 	56130
Gâvres 	56680
Gestel 	56530
Glénac 	56200
Gourhel 	56800
Gourin 	56110
Grand-Champ 	56390
Groix 	56590
Guégon 	56120
Guéhenno 	56420
Gueltas 	56920
Guémené-sur-Scorff 	56160
Guénin 	56150
Guer 	56380
Guern 	56310
